id,timestamp,station_name,latitude,longitude
183,2021-08-31T05:05:35Z,Damen Ave & Thomas St (Augusta Blvd),41.901315,-87.677409
184,2021-08-31T05:05:35Z,State St & 35th St,41.831036,-87.626798
185,2021-08-31T05:05:35Z,Stave St & Armitage Ave,41.917741,-87.691392
186,2021-08-31T05:05:35Z,Ogden Ave & Race Ave,41.891795,-87.658751
188,2021-08-31T05:05:35Z,Greenview Ave & Fullerton Ave,41.92533,-87.6658
190,2021-08-31T05:05:35Z,Southport Ave & Wrightwood Ave,41.928773,-87.663913
191,2021-08-31T05:05:35Z,Canal St & Monroe St,41.88169,-87.63953
19,2021-08-31T05:05:35Z,Throop St & Taylor St,41.868968,-87.659141
192,2021-08-31T05:05:35Z,Canal St & Adams St,41.879255,-87.639904
193,2021-08-31T05:05:35Z,State St & 29th St,41.841707,-87.626938
194,2021-08-31T05:05:35Z,Wabash Ave & Wacker Pl,41.886875,-87.62603
195,2021-08-31T05:05:35Z,Columbus Dr & Randolph St,41.884728,-87.619521
196,2021-08-31T05:05:35Z,Cityfront Plaza Dr & Pioneer Ct,41.890573,-87.622072
197,2021-08-31T05:05:35Z,Michigan Ave & Madison St,41.882134,-87.625125
198,2021-08-31T05:05:35Z,Green St & Madison St,41.881892,-87.648789
199,2021-08-31T05:05:35Z,Wabash Ave & Grand Ave,41.891466,-87.626761
200,2021-08-31T05:05:35Z,MLK Jr Dr & 47th St,41.809851,-87.616279
201,2021-08-31T05:05:35Z,Indiana Ave & 40th St,41.82168,-87.6216
20,2021-08-31T05:05:35Z,Sheffield Ave & Kingsbury St,41.910522,-87.653106
202,2021-08-31T05:05:35Z,Halsted St & 18th St (Temp),41.858371,-87.646388
203,2021-08-31T05:05:35Z,Western Ave & 21st St,41.854109,-87.685838
204,2021-08-31T05:05:35Z,Prairie Ave & Garfield Blvd,41.794853,-87.618691
205,2021-08-31T05:05:35Z,Paulina St & 18th St,41.857901,-87.668745
206,2021-08-31T05:05:35Z,Halsted St & Archer Ave,41.847203,-87.646795
207,2021-08-31T05:05:35Z,Emerald Ave & 28th St,41.84358,-87.645368
208,2021-08-31T05:05:35Z,Laflin St & Cullerton St,41.854915,-87.66356
209,2021-08-31T05:05:35Z,Normal Ave & Archer Ave,41.849527,-87.640591
210,2021-08-31T05:05:35Z,Ashland Ave & Division St,41.90345,-87.667747
211,2021-08-31T05:05:35Z,St. Clair St & Erie St,41.894345,-87.622798
21,2021-08-31T05:05:35Z,Aberdeen St & Jackson Blvd,41.877726,-87.654787
212,2021-08-31T05:05:35Z,Wells St & Hubbard St,41.889906,-87.634266
213,2021-08-31T05:05:35Z,Leavitt St & North Ave,41.910509,-87.682389
214,2021-08-31T05:05:35Z,Damen Ave & Grand Ave,41.891264,-87.676842
215,2021-08-31T05:05:35Z,Damen Ave & Madison St,41.88137,-87.67493
216,2021-08-31T05:05:35Z,California Ave & Division St,41.903029,-87.697474
217,2021-08-31T05:05:35Z,Elizabeth (May) St & Fulton St,41.886616,-87.65804
218,2021-08-31T05:05:35Z,Wells St & 19th St,41.856802,-87.633879
219,2021-08-31T05:05:35Z,Damen Ave & Cortland St,41.915983,-87.677335
220,2021-08-31T05:05:35Z,Clark St & Drummond Pl,41.931248,-87.644336
2,2021-08-31T05:05:35Z,Buckingham Fountain,41.876535,-87.620473
22,2021-08-31T05:05:35Z,May St & Taylor St,41.869482,-87.655486
222,2021-08-31T05:05:35Z,Milwaukee Ave & Rockwell St,41.920196,-87.692659
223,2021-08-31T05:05:35Z,Clifton Ave & Armitage Ave,41.918216,-87.656936
224,2021-08-31T05:05:35Z,Halsted St & Willow St,41.913865,-87.648755
225,2021-08-31T05:05:35Z,Halsted St & Dickens Ave,41.919936,-87.64883
226,2021-08-31T05:05:35Z,Racine Ave & Belmont Ave,41.939743,-87.658865
227,2021-08-31T05:05:35Z,Southport Ave & Waveland Ave,41.94815,-87.66394
229,2021-08-31T05:05:35Z,Southport Ave & Roscoe St,41.943739,-87.66402
230,2021-08-31T05:05:35Z,Lincoln Ave & Roscoe St,41.94334,-87.67097
231,2021-08-31T05:05:35Z,Sheridan Rd & Montrose Ave,41.96167,-87.65464
23,2021-08-31T05:05:35Z,Orleans St & Elm St,41.902924,-87.637715
232,2021-08-31T05:05:35Z,Pine Grove Ave & Waveland Ave,41.949473,-87.646453
233,2021-08-31T05:05:35Z,Sangamon St & Washington Blvd,41.883165,-87.6511
234,2021-08-31T05:05:35Z,Clark St & Montrose Ave,41.961588,-87.666036
236,2021-08-31T05:05:35Z,Sedgwick St & Schiller St,41.907626,-87.638566
237,2021-08-31T05:05:35Z,MLK Jr Dr & 29th St,41.842052,-87.617
238,2021-08-31T05:05:35Z,Wolcott (Ravenswood) Ave & Montrose Ave,41.961406,-87.676169
239,2021-08-31T05:05:35Z,Western Ave & Leland Ave,41.9664,-87.688704
240,2021-08-31T05:05:35Z,Sheridan Rd & Irving Park Rd,41.954245,-87.654406
241,2021-08-31T05:05:35Z,Morgan St & Polk St,41.871737,-87.65103
24,2021-08-31T05:05:35Z,Fairbanks Ct & Grand Ave,41.891847,-87.62058
242,2021-08-31T05:05:35Z,Damen Ave & Leland Ave,41.967094,-87.679028
243,2021-08-31T05:05:35Z,Lincoln Ave & Sunnyside Ave,41.963004,-87.684781
244,2021-08-31T05:05:35Z,Ravenswood Ave & Irving Park Rd,41.95469,-87.67393
245,2021-08-31T05:05:35Z,Clarendon Ave & Junior Ter,41.961004,-87.649603
246,2021-08-31T05:05:35Z,Ashland Ave & Belle Plaine Ave,41.956057,-87.668835
247,2021-08-31T05:05:35Z,Shore Dr & 55th St,41.795212,-87.580715
